S_58-O-0	the cigarettes as a tool contribute more on the process .	＜ 動詞 ＞ ≪ contribute ≫ とともに 使っ て 何 か を 与える 先 を 導く ＜ 前置詞 ＞ は ≪ on ≫ で は あり ませ ん 。 辞書 で ＜ 動詞 ＞ ≪ contribute ≫ を 引い て 最適 な ＜ 前置詞 ＞ を 調べ ましょ う 。	7:7
P_899-O-0	i believe colleges not only just give me a graduation certificate but also i must train myself in my four years university , so that i can easily find a job before i graduate .	＜ 動詞 ＞ ≪ shoulder ≫ は 「 ～ を 負う 」 を 意味 する ＜ 他動詞 ＞ な ので 、 ＜ 動詞 ＞ ≪ shoulder ≫ の 前 に ＜ 前置詞 ＞ は 不要 です 。	17:17
S_531-O-0	as we know , smoking brings many harmful effects ; especially teenagers and children affected these harmful effects easily than adults .	＜ 動詞 ＞ ≪ affect ≫ は ＜ 他動詞 ＞ です ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	14:14
P_324-O-0	part time job good to students , university student , and any more people .	＜ 前置詞 ＞ ≪ to ≫ で も もちろん 文法 的 に は 間違い で は ない の です が 、 ≪ to ≫ だ と 「～ の 考え で は 」 という ニュアンス が 強まり ます 。 「～ の ため に 良い 」 という こと なら ＜ 前置詞 ＞ for の 方 が 自然 でしょ う 。	4:4
P_398-O-0	i think we can spend time efficiently this series of flow by having a part-time job .	「 ～ に 時間 を 費やす 」 と 表現 し たい 場合 、 その 動作 は ＜ to 不定 詞 ＞ で は なく ＜ 前置詞 ＋ 動 名詞 ＞ または ＜ 動 名詞 ＞ を 使っ て 表現 し ます 。 辞書 で ＜ 動詞 ＞ ≪ spend ≫ を 引い て 正しい 用法 を 調べ て み ましょ う 。	6:6
P_214-O-0	the second benefit is to help their parents about school funds .	＜ help ＋ 人 ＞ の 後ろ に 入る 「 手伝う 対象 と なる 行為 」 は ＜ 動詞 原形 ＞ か ＜ to 不定 詞 ＞ 、 あるいは ＜ 前置詞 ＋ 名詞 句 ／ 動 名詞 ＞ に なり ます 。	8:8
P_841-O-0	social in thai different with aboard i think that because the most students in thailand get money from their parents and paid it by parents but the opposite way the foreign students have to help by himself .	＜ 前置詞 ＞ は その 後ろ に ＜ 名詞 句 ＞ など が 必ず 入り ます 。 ここ で は 特に 友達 に なる 相手 を 記述 し て い ない の です から ＜ 前置詞 ＞ は 不要 です ね 。	4:4
P_720-O-0	they can work in the department store such as bigc and lotus , the restaurant such as kfc and mcdonalds and the convenient store such as seven-eleven .	＜ 前置詞 ＞ ≪ in ≫ で も もちろん 間違い で は ない の です が 、 ≪ in ≫ を 使う と 物理 的 な 商店 の 建物 の 中 を イメージ し ます 。 「 商売 という 状況 ・ 組織 」 で ある なら at で も よい でしょ う 。	3:3
S_511-O-0	furthermore , the family who has a baby does never want to breathe in really harmful smoke to their baby .	＜ 形容詞 ＞ ≪ harmful ≫ は ＜ 目的 語 ＞ を 直接 とり ませ ん 。 ＜ 前置詞 ＞ が 必要 です 。	15:15
P_576-O-0	so we have to do a lot of type part-time job in young age .	＜ 名詞 句 ＞ ≪ a lot ≫ が そのまま 後ろ の ＜ 名詞 ＞ を 修飾 する こと は あり ませ ん 。 間 を つなぐ ＜ 前置詞 ＞ が 必要 です 。 辞書 で ＜ 名詞 ＞ ≪ lot ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 確認 し ましょ う 。	6:6
P_282-O-0	so from now try to find a part time job for earn a important experience .	目的 を 表す ＜ 前置詞 ＞ ≪ for ≫ の 後ろ に は ＜ 動 名詞 ＞ を 含む ＜ 名詞 ＞ が 入り ます 。 ＜ 動詞 原形 ＞ は 置け ませ ん ので 、 同様 に 目的 を 示す ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	10:10
S_362-O-0	you may say that these days more and more restaurants separate between smoking seats and no smoking ones .	＜ 前置詞 ＞ ≪ between ≫ は 何 か の 内部 に 存在 する こと を 表現 し ます 。 ＜ 名詞 ＞ ≪ separate ≫ とともに 使う ＜ 前置詞 ＞ を 辞書 など で 調べ て み て ください 。	11:11
S_432-O-0	in the stands of the shop , for make the restaurant better , we should considerate about majority .	＜ 前置詞 ＞ ≪ for ≫ の 後ろ に ＜ 動詞 ＞ を ＜ 原形 ＞ の まま 持っ て くる こと は でき ませ ん 。 ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	7:7
P_952-O-0	 go to college is the first time we have to deal everything ourselves , so i think it 's a perfect time to make more friends , know how hard our parents earn money .	＜ 動詞 ＞ ≪ go ≫ は ＜ 自動詞 ＞ です ので 、 ＜ 直接 目的 語 ＞ を とる こと は でき ませ ん 。 辞書 で ＜ 動詞 ＞ ≪ go ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	0:0
S_710-O-0	no matter the smokers will be kids or adults , smoking can cause the cancer for them and also heart disease .	＜ 動詞 ＞ ≪ cause ≫ は ＜ 他動詞 ＞ です ので ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	15:15
S_433-O-0	and the other reason is that we can not separate the area for smoking and for no smoking in perfectly .	≪ perfectly perfectly ≫ は ＜ 前置詞 ＞ です ので 、 その 前 に ＜ 前置詞 ＞ は 不要 です 。	18:18
S_786-O-1	if the smoker have the conscious mind with every body at public zone , i think that 's not good to anybody but that 's so good to smoker too because the air in around here is not have a dangerous any body can breath with be joyous .	＜ 名詞 ＞ ≪ public ≫ の 前 に 置か れる ＜ 前置詞 ＞ は ≪ at ≫ より も in の ほう が 一般 的 です 。	10:10
P_1036-O-0	for example , the way in communicating with their colleagues is totally different with the way they communicate with their friends .	「 ～ の ため に 」 と 表現 する 際 に 使う ＜ 前置詞 ＞ は ≪ in ≫ で は なく on が 一般 的 です ので おぼえ て おき ましょ う 。	5:5
P_327-O-0	why we are good job because we are adult , study for adult , study look for money and any more .	＜ 動詞 ＞ ≪ study ≫ の ＜ 目的 語 ＞ に ＜ 動詞 原形 ＞ を 持っ て くる こと は でき ませ ん 。 ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	14:14
P_587-O-0	so , college students make of the money .	＜ 動詞 ＞ ≪ make ≫ は ＜ 目的 語 ＞ に ＜ 他動詞 ＞ です ので ＜ 前置詞 ＞ は 不要 です 。	5:5
P_840-O-0	 in the other hand have many students short of money for paying education .	＜ 前置詞 ＞ ≪ in ≫ を 使う と 文字通り 「 片手 に 持っ て 」 という 意味 に なっ て しまい ます 。 辞書 で ＜ 名詞 ＞ ≪ hand ≫ を 引い て 、 「 一方 で 」 という ＜ 成句 ＞ を 作る の に 適切 な ＜ 前置詞 ＞ を 調べ て み ましょ う 。	0:0
P_393-O-0	we can realize it precious only own experience .	＜ 形容詞 ＞ ≪ precious ≫ は ＜ to 不定 詞 ＞ を ＜ 目的 語 ＞ に とり ます 。 ＜ 動詞 ＞ ≪ realize ≫ の ＜ 直接 目的 語 ＞ と なり ます ので 、 ＜ 前置詞 ＞ ≪ for ≫ は 不要 です 。	5:5
S_637-O-0	 other countries are a lot of people smoking in the restaurant .	＜ 動詞 ＞ ≪ make ≫ を 使っ た ＜ 使役 構文 ＞ は ＜ make ＋ 目的 語 ＋ 動詞 原形 ＞ の 形 に なり ます ので 、 ≪ other countries ≫ は 不要 です 。	0:0
S_87-O-0	there are so many disadvantages for smoking , so smoking should be banned in public place , especially at restaurants .	「 ～ する こと における 不利 な 点 」 と 表現 する 場合 、 ＜ 名詞 ＞ ≪ disadvantage ≫ とともに 使う ＜ 前置詞 ＞ は ≪ for ≫ より も 適切 な もの が あり ます 。 辞書 で ＜ 名詞 ＞ ≪ disadvantage ≫ を 引い て 最適 な ＜ 前置詞 ＞ を 確認 し ましょ う 。	5:5
P_174-O-0	beside university cost , there are some books which are needed by college students and they must have it with expensive price .	＜ 前置詞 ＞ は ≪ with ≫ で は あり ませ ん 。 辞書 で ＜ 形容詞 ＞ ≪ it ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	19:19
P_522-O-0	so , because part-time job maybe study could reduce the time to be sold on .	＜ 接続詞 ＞ ≪ because ≫ が ＜ 節 ＞ を 導く 場合 は そのまま 使用 さ れ ます が 、 ＜ 名詞 句 ＞ を 導く 場合 に は 必ず 間 を つなぐ ＜ 前置詞 ＞ of が 必要 です 。	2:2
S_76-O-0	as we all know , there is no benefits to smoke .	＜ 名詞 句 ＞ ≪ do benefits ≫ の 前 に ＜ 前置詞 ＞ ≪ to ≫ を 使う と 、 「～ が 足り ない 」 という 意味 に なっ て しまい ます 。 「 何 か を やめる 」 という こと を 意味 する ＜ 前置詞 ＞ を 考え て み ましょ う 。	10:10
S_340-O-0	so , stores like restaurants should be banned smoking .	＜ 動詞 ＞ ≪ ban ≫ が 人 を ＜ 目的 語 ＞ と し て いる 場合 、 禁止 する 行為 は ＜ from ＋ 動 名詞 ＞ で 表し ます 。	7:7
S_201-O-0	i think yes , because restaurant is one of public place , it means that the visitor is not only from smokers but also non-smokers .	＜ 前置詞 ＞ ≪ from ≫ は 不要 で は ？	20:20
P_1034-O-0	for example , students who go for a part time not only can earn extra income but also get to learn how to balance their work and study .	＜ 動詞 ＞ ≪ go ≫ は ＜ 自動詞 ＞ な ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	6:6
S_699-O-0	finally , i agree about the statement to now allow people to smoke in the restaurants .	≪ agree about ≫ は 複数 の 人間 が ある 事柄 について 合意 する という こと を 示し ます 。 辞書 で ＜ 動詞 ＞ ≪ agree ≫ を 引い て 、 ある 考え と 同じ 考え方 だ という こと を 示す 場合 に 使う ＜ 前置詞 ＞ を 調べ て み ましょ う 。	4:4
S_920-O-0	in order to everyone 's moods and health and their human rights , smoker should be banned not to smoke at the restaurants and all public places .	＜ 成句 ＞ ≪ in order to ≫ に は 必ず ＜ 動詞 原形 ＞ が 続き ます 。 ＜ 名詞 ＞ が 続く 場合 は ＜ 前置詞 ＞ を 使い ます 。 「～ の ため に 」 を 表す ＜ 前置詞 ＞ を 考え て み ましょ う 。	1:1
P_321-O-1	part time job is a good idea yes i agree if a college student takes a part time job because we can studying to discipline in your life and we can studying for stand alone , we can studying look for money and cost for life .	「 勉強 する ため に 」 という 意味 なら ば 、 ＜ 動詞 ＞ ≪ studying ≫ の 後ろ に ＜ 動詞 原形 ＞ を 持っ て くる こと は でき ませ ん 。 ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	38:38
S_875-O-0	it is just really unfair for me when thinking about people want smoking anywhere .	「 ～ に対して 不公平 だ 」 の 「 ～ に対して 」 を 表す ＜ 前置詞 ＞ に は 、 ≪ for ≫ より も 別 の ＜ 前置詞 ＞ が よく 使わ れ ます 。 ＜ 形容詞 ＞ ≪ unfair ≫ を 辞書 で 引い て 、 使わ れる ＜ 前置詞 ＞ を 確認 し て み て ください 。	5:5
P_299-O-0	they are already big enough to think about both of studying and working because it will be impossible to depend their life to their parent anymore .	≪ both of ≫ の 後ろ に は ある 特定 の 集団 が 入り ます 。 単に 学生 一般 を 指す 場合 は 、 ≪ both ≫ を ＜ 名詞 ＞ で は なく ＜ 形容詞 ＞ として 使い ましょ う 。	9:9
P_322-O-0	money is the first problem to life because in life money is special to school , study , shopping , eat , buy book and any more .	＜ 前置詞 ＞ ≪ to ≫ で も もちろん 文法 的 に は 間違い で は ない の です が 、 ≪ to ≫ だ と 「～ の 考え で は 」 という ニュアンス が 強まり ます 。 「～ の ため に 良い 」 という こと なら ＜ 前置詞 ＞ for の 方 が 自然 でしょ う 。	13:13
S_434-O-0	some of restaurants separate the area to smoking and no-smoking but i think it is not good .	≪ some of ≫ の 後ろ に は ある 特定 の 集団 が 入り ます 。 単に レストラン 一般 を 指す 場合 は 、 ≪ some ≫ を ＜ 名詞 ＞ で は なく ＜ 形容詞 ＞ として 使い ましょ う 。	1:1
P_453-O-0	for instance , we are supposed to learn the way of communicating the others and to have responsibilities than ever and so on .	＜ 名詞 ＞ を 別 の ＜ 名詞 ＞ で 後ろ から 修飾 する 場合 に は 通常 、 間 を つなぐ ＜ 前置詞 ＞ が 必要 です 。 「～ の 」 を 示す 最も 一般 的 な ＜ 前置詞 ＞ を 考え て み ましょ う 。	11:11
S_716-O-0	the smoke also affect to the environment and people health damage .	＜ 動詞 ＞ ≪ affect ≫ は ＜ 他動詞 ＞ で あり 、 影響 を 及ぼす 対象 を ＜ 直接 目的 語 ＞ に とり ます ので 、 ＜ 前置詞 ＞ は 不要 です 。	4:4
S_963-O-0	as far as i am concerned , smoking does no good on people .	＜ 動詞 ＞ ≪ good ≫ は ＜ 他動詞 ＞ です ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	11:11
S_2-O-0	as we all know , smoking is bad to our health .	＜ 前置詞 ＞ ≪ to ≫ で も もちろん 間違い で は ない の です が 、 ≪ be bad to ≫ は その 後ろ に 人間 が 入る こと が 多く 、 「 誰 か に対し てひどく する 」 あるいは 「 誰 か の 考え で は 悪い こと だ 」 という 場合 に よく 使わ れ ます 。 「～ の ため に は 悪い 」 と 表現 し たい 場合 に は ＜ 前置詞 ＞ for を 使っ て も よい でしょ う 。	8:8
P_614-O-0	this part-time job is helpful my dream .	＜ 形容詞 ＞ ≪ helpful ≫ とともに 使っ て 慎重 に なる 対象 を 導く ＜ 前置詞 ＞ は ≪ helpful ≫ で は あり ませ ん 。 辞書 で ＜ 形容詞 ＞ ≪ helpful ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	4:4
S_768-O-0	but the country should set the low for protect many people not smoking .	＜ 前置詞 ＞ ≪ for ≫ の 後ろ に ＜ 動詞 ＞ を ＜ 原形 ＞ の まま 持っ て くる こと は でき ませ ん 。 ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	7:7
P_786-O-0	besides his study , he also finds a job which is related his study .	「 ～ に 関連 し た 」 という 意味 で は 、 ＜ 形容詞 ＞ ≪ related ≫ の 後ろ に 「～ に 」 を 示す ＜ 前置詞 ＞ が き ます 。 ＜ 形容詞 ＞ ≪ related ≫ の 用法 を 辞書 で 確認 し て み て ください 。	11:11
