S_56-O-0	although , may some people would say there 's no benefit to smoke but harm people 's health .	＜ 名詞 ＞ ≪ benefit ≫ が ＜ 名詞 ＞ ≪ benefit ≫ とともに 使っ て 利益 を 享受 する 存在 を 導く ＜ 前置詞 ＞ は ≪ to ≫ で は あり ませ ん 。 辞書 で ＜ 名詞 ＞ ≪ benefit ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	12:12
S_252-O-0	many research agree about that because cigarette contains of stimulant that is nicotine which can make active and passive smokers suffering some diseases above in long term .	＜ 動詞 ＞ ≪ contain ≫ は ＜ 他動詞 ＞ です ので 、 ＜ 直接 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	8:8
P_848-O-0	when we earn , we can buy anything that we want but part-time job gives us not much money so we have to be careful to use it do not waste money but save money to buy the important things or pays for college .	＜ 助動詞 ＞ に 続く ＜ 動詞 ＞ は ＜ to 不定 詞 ＞ で は なく ＜ 原形 ＞ に なり ます 。	25:25
S_211-O-0	in some restaurant , they have some rooms for smoking people called smoking area , with good circulation air in the room , so the smoke can not be breathed by the passive .	＜ 名詞 ＞ ≪ good ≫ を 使っ て 「 ～ する ため に 」 と 言い たい 場合 に 使う ＜ 前置詞 ＞ を 調べ て み ましょ う 。	17:17
S_80-O-1	smoking is not only bad to the smokers but also to the people around the smokers .	＜ 前置詞 ＞ ≪ to ≫ で も もちろん 間違い で は ない の です が 、 ≪ to ≫ だ と 「～ の 考え で は 」 という ニュアンス が 強まり ます 。 「～ にとって 」 という こと なら ＜ 前置詞 ＞ for の 方 が 自然 でしょ う 。	10:10
S_790-O-0	that is unfair for people who do not smoke .	「 ～ に対して 不公平 だ 」 の 「 ～ に対して 」 を 表す ＜ 前置詞 ＞ に は 、 ≪ for ≫ より も 別 の ＜ 前置詞 ＞ が よく 使わ れ ます 。 ＜ 形容詞 ＞ ≪ unfair ≫ を 辞書 で 引い て 、 使わ れる ＜ 前置詞 ＞ を 確認 し て み て ください 。	3:3
S_305-O-0	such as make wanted in the package of cigarette .	「 ～ から 出る 」 として 、 別 の ＜ 前置詞 ＞ を 使っ て み ましょ う 。 ＜ 動詞 ＞ ≪ wanted ≫ とともに 使わ れる ＜ 前置詞 ＞ を 辞書 など で 調べ て み て ください 。	4:4
P_22-O-0	secondly , the life at college is not so busy that we do n't have any spare time .	＜ 無 冠詞 ＞ の ＜ 名詞 ＞ ≪ college ≫ の 前 に ＜ 前置詞 ＞ ≪ at ≫ を 持っ て くる と アメリカ 英語 で は 物理 的 に キャンパス 内 に いる という こと を 意味 し ます 。 「 大学 在学 中 に 」 と 言い たい の で あれ ば ＜ 前置詞 ＞ in を 使い ましょ う 。	4:4
S_397-O-0	to smokers , the habit of smoking while eating is sort of like a lifestyle , just like it is normal for non-smokers to not smoke while eating .	＜ 名詞 句 ＞ ≪ sort lifestyle ≫ は ＜ 主語 ＞ と なり ます ので 、 ＜ 前置詞 ＞ は 不要 です 。	12:12
P_806-O-0	they can work a jobs that their like .	＜ 動詞 ＞ ≪ work ≫ を ＜ 他動詞 ＞ として 使い ＜ 名詞 ＞ ≪ jobs ≫ を ＜ 目的 語 ＞ と する 用法 は 口語 で は 使い ます が 、 ＜ 動詞 ＞ ≪ work ≫ は 「 働く 」 という 意味 で は ＜ 自動詞 ＞ として 使う の が 一般 的 です ので 、 ＜ 前置詞 ＞ at や in を 補い ましょ う 。	2:2
P_1033-O-0	for me , going for a part time job consists of more pros rather than cons .	＜ 動詞 ＞ ≪ stack ≫ は ＜ 他動詞 ＞ な ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	4:4
P_1040-O-0	however , most of them will normally facing the problem of not enough sleep , absence for their classes due to he or she has part time job reason and so on .	＜ 動詞 ＞ ≪ absence ≫ の 後ろ に ＜ 動詞 ＞ を 続ける 場合 に は ＜ 原形 ＞ で は なく ＜ to 不定 詞 ＞ の 形 に し ます 。	16:16
S_763-O-1	in order to protect children and some people not smoking because of the smoke of cigarette can harm health of people not smoking , at the restaurants is the public place , smoke can taste changes and is a bad example for children because in restaurant have many children .	＜ 名詞 ＞ ≪ harm ≫ とともに 使用 し て 「 ～ の 中 で 」 という こと を 示す 最適 な ＜ 前置詞 ＞ が あり ます ので 、 調べ て み ましょ う 。	24:24
S_703-O-0	why is that , because the restaurants are the places for eating , partying , or have some special times to do a good memorial .	構造 的 に 直後 の ＜ 名詞 ＞ が ＜ 主語 ＞ と なり ます ので ＜ 前置詞 ＞ は 余分 です ね 。	15:15
P_364-O-0	let me finish report with this .	＜ 前置詞 ＞ ≪ with ≫ は ＜ 他動詞 ＞ です ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	4:4
P_274-O-0	also the most important they can earn experience how the worker world , their mental more stronger for a real job in future .	＜ 名詞 句 ＞ のみ で は ＜ 副詞 句 ＞ として 機能 し ませ ん 。 ＜ 前置詞 ＞ が 必要 です 。 辞書 で ＜ 名詞 ＞ ≪ experience ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	7:7
P_831-O-0	it is full of many people which different families some family was rich , and some family was poor however those people have same main aim to get the good education cause the poor family must eager by themselves for get honor from societies .	目的 を 表す ＜ 前置詞 ＞ ≪ for ≫ の 後ろ に は ＜ 動 名詞 ＞ を 含む ＜ 名詞 ＞ が 入り ます 。 ＜ 動詞 原形 ＞ は 置け ませ ん ので 、 同様 に 目的 を 示す ＜ to 不定 詞 ＞ の 形 に し ましょ う 。	39:39
S_258-O-0	even government let active smoker to make global warming .	＜ 動詞 ＞ ≪ make ≫ を 使っ た ＜ 使役 構文 ＞ は ＜ let ＋ 目的 語 ＋ 動詞 原形 ＞ の 形 に なり ます ので 、 ≪ to ≫ は 不要 です 。	5:5
S_383-O-0	first , smoking is very harmful not only for themselves but also for other people around them .	害 が 及ぶ 対象 を 導く ＜ 前置詞 ＞ は ≪ for ≫ より も もっと 適切 な もの が あり ます 。 ＜ 形容詞 ＞ ≪ harmful ≫ を 辞書 で 引い て 最適 な ＜ 前置詞 ＞ を 調べ ましょ う 。	8:8
S_987-O-0	i agree with that smoking should be completely banned at all the restaurants in the country .	＜ 動詞 ＞ ≪ agree ≫ は ＜ that 節 ＞ を とる 場合 、 ＜ 他動詞 ＞ と なる ので ≪ that ≫ の 前 に ＜ 前置詞 ＞ は 不要 です 。	2:2
P_278-O-0	beside that they can also know to interaction with other people with so many character and personality , but deferent with college student graduation without work experience they will shock when they get job , because they did n't unusual and do n't comfort with work life .	「 ～ における 」 と 考え て 、 ＜ 前置詞 ＞ を 選ん で み ましょ う 。	20:20
S_486-O-0	that 's because when a man who is a heavy smoker comes to a restaurant , he may be angry for banning smoking and eventually never come to visit the restaurant .	＜ 形容詞 ＞ ≪ angry ≫ とともに 使っ て 失望 さ せ られる 対象 を 導く ＜ 前置詞 ＞ は ≪ for ≫ で は あり ませ ん 。 ＜ 名詞 ＞ ≪ angry ≫ を 辞書 で 引い て 、 使わ れる ＜ 前置詞 ＞ を 調べ て み ましょ う 。	20:20
S_818-O-0	second , atmosphere , when we eat the food smell cigarette smoke will into body and it make around the restaurant not clean and pure .	＜ 動詞 ＞ ≪ make ≫ を 使っ た ＜ 使役 構文 ＞ は ＜ make ＋ 目的 語 ＋ 動詞 原形 ＞ の 形 に なり ます ので 、 ≪ around ≫ は ＜ 自動詞 ＞ です ので 、 ＜ 前置詞 ＞ in の ほう が 一般 的 です 。	18:18
S_487-O-0	then he will go to restaurants that are allowed smoking .	＜ 動詞 ＞ ≪ allow ≫ は ＜ allow ＋ 目的 語 ＋ ing ＞ の 形 を とる の で は なく ＜ allow ＋ 目的 語 ＋ to 不定 詞 ＞ の 形 を とり ます 。	9:9
S_875-O-1	it is just really unfair for me when thinking about people want smoking anywhere .	「 たばこ を 吸い たい 」 という 意味 なら ば 、 ＜ 動詞 ＞ ≪ want ≫ の 後ろ に は ＜ to 不定 詞 ＞ が き ます 。 ＜ 動詞 ＞ ≪ want ≫ の 用法 を 辞書 など で 確認 し て み ましょ う 。	12:12
P_333-O-0	i have a part-time job in japanese restaurant .	＜ 前置詞 ＞ ≪ in ≫ で も もちろん 間違い で は ない の です が 、 ≪ in ≫ を 使う と 物理 的 な 商店 の 建物 の 中 を イメージ し ます 。 「 商売 という 状況 ・ 組織 」 で ある なら at で も よい でしょ う 。	5:5
S_536-O-0	some smokers smoke in a restaurant to try to make sure that the most important .	＜ 接続詞 ＞ ≪ that ≫ は ＜ 自動詞 ＞ です ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	11:11
P_865-O-0	a good friend will be help of you future work , especially when you are in trouble .	≪ help ≫ は ＜ 他動詞 ＞ です ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ は 不要 です 。	6:6
P_524-O-1	i think importance of part-time job , students to grow mentally , can be a very good experience .	≪ students ≫ は ＜ 動詞 句 ＞ です ので 、 ＜ to 不定 詞 ＞ を 使っ て ＜ 名詞 句 ＞ に し て み ましょ う 。	7:7
P_901-O-0	only prepare in advance , i will not confuse when i get in trouble .	「 ～ に 変わる 」 という 意味 で は 、 ＜ 動詞 ＞ ≪ prepare ≫ は ＜ 自動詞 ＞ な ので 、 ＜ 目的 語 ＞ の 前 に ＜ 前置詞 ＞ が 必要 です 。 ＜ 動詞 ＞ ≪ prepare ≫ を 辞書 で 引い て 最適 な ＜ 前置詞 ＞ を 調べ て み ましょ う 。	1:1
P_552-O-0	i have done part time job in korea the time i was working these three problems caused me lots of stress when i was at work the manager treated me bad he swore at me and shouted at me in front of people , at the work break time was not guaranteed if the manager see me moving slowly he told me to walk faster or to run , of course the wage was not so good and i did n't get paid in proper date .	「 学校 で は 」 という 意味 なら ば 、 「～ で は 」 を 表す ＜ 前置詞 ＞ を 補っ て み ましょ う 。	7:7
P_457-O-0	 by reason of these , i think it is important for college student to have a part-time job .	＜ 前置詞 ＞ ≪ by ≫ を 使っ て も 意味 は 通じ ます が 、 ＜ 名詞 ＞ ≪ reason ≫ とともに 使用 し て 「 ～ の 理由 で 」 という こと を 示す 最適 な ＜ 前置詞 ＞ が あり ます ので 、 調べ て み ましょ う 。	0:0
S_684-O-1	now the government in thailand try to promote a campaign for stop smoking in public areas and restaurants .	＜ 名詞 ＞ ≪ public ≫ の 前 に 場所 を 示す ＜ 前置詞 ＞ を 補っ て み ましょ う 。	13:13
P_754-O-0	not only me but all of my classmate is suffering about it and he make it secretly .	＜ 形容詞 ＞ ≪ suffering ≫ の 後ろ に ＜ 前置詞 ＞ は 不要 です 。	10:10
S_682-O-0	smoking should be completely banned in all over public area such as restaurant , garden , school or even in the office .	＜ 前置詞 ＞ ≪ in ≫ が 存在 し て い ます ので 、 場所 を 示す ＜ 前置詞 ＞ を 使い ましょ う 。	5:5
S_307-O-0	but that wanted is not useful , because some of indonesian people do n't know about the dangerous of smoking .	≪ some of ≫ の 後ろ に は ある 特定 の 集団 が 入り ます 。 単に 人間 一般 を 指す 場合 は 、 ≪ some ≫ を ＜ 名詞 ＞ で は なく ＜ 形容詞 ＞ として 使い ましょ う 。	9:9
S_782-O-0	smoking should be completely banned at all the entire restaurant in the country , the cigarette is a badly things in my idea , i think that very smell , dirty , and make a lot of the ailment , not only smoker but that 's make the ailment in everybody around smoker , when they breath the cigarette smoke .	＜ 名詞 句 ＞ のみ で は ＜ 副詞 句 ＞ として 機能 し ませ ん 。 ＜ 前置詞 ＞ が 前 に 必要 です 。 ＜ 名詞 ＞ ≪ not ≫ とともに 使わ れる ＜ 前置詞 ＞ を 調べ て み ましょ う 。	41:41
P_885-O-0	because college life is so wonderful that everyone should enjoy it , not to use all your free time on works .	「 働く こと によって 」 という 意味 に する の が 自然 でしょ う から ＜ 前置詞 ＞ は for の ほう が 自然 でしょ う 。	19:19
S_594-O-0	that is very not good at to human 's health .	「 ～ にとって 悪い 」 として 、 別 の ＜ 前置詞 ＞ を 使っ て み ましょ う 。 ＜ 形容詞 ＞ ≪ good ≫ とともに 使わ れる ＜ 前置詞 ＞ を 辞書 など で 確認 し て み て ください 。	5:5
P_511-O-0	the time that you are college students is only a few years , but you must prepare for future before graduate college .	＜ 動詞 ＞ ≪ graduate ≫ が 「 卒業 する 」 という 意味 で 使用 さ れる とき は ＜ 自動詞 ＞ に なり ます ので 、 その 直後 に ＜ 目的 語 ＞ を 置く こと は でき ませ ん 。 辞書 で ＜ 動詞 ＞ ≪ graduate ≫ を 引い て 最適 な ＜ 前置詞 ＞ を 調べ て み ましょ う 。	20:20
P_864-O-0	last , you can make friends from your work .	「 仕事 仲間 から の 」 と 考え て 、 ＜ 前置詞 ＞ を 選ん で み ましょ う 。	6:6
S_672-O-0	it is true that everyone have rights to do anything what they want to do , but in the condition that `` the things '' must n't disturb other 's rights .	＜ 前置詞 ＞ ≪ in ≫ を 使う と 文字通り 「 片手 に 持っ て 」 という 意味 に なっ て しまい ます 。 辞書 で ＜ 名詞 ＞ ≪ condition ≫ を 引い て 適切 な ＜ 前置詞 ＞ を 調べ ましょ う 。	17:17
P_334-O-0	the work is very hard , and i often receive advises by colleague and the chief .	＜ 前置詞 ＞ ≪ by ≫ も 確か に 手段 を 示し ます が 、 ＜ 前置詞 ＞ ≪ by ≫ は 余分 です ね 。	11:11
P_656-O-4	i worked in the factory in 5 days , in a resting place in 3 days and in restaurant in 3 days .	＜ 前置詞 ＞ ≪ in ≫ で も もちろん 間違い で は ない の です が 、 ≪ in ≫ を 使う と 物理 的 な 商店 の 建物 の 中 を イメージ し ます 。 「 商売 という 状況 ・ 組織 」 で ある なら at で も よい でしょ う 。	17:17
P_761-O-1	in my opinion , i agree with the part-time job is important for college students because i think it was necessary with college students .	「 ～ にとって 」 と 考え て 、 ＜ 前置詞 ＞ を 選ん で み ましょ う 。	21:21
